id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3032,FYOG,medium_airport,Oranjemund Airport,-28.5847,16.446699,14,AF,NA,NA-KA,Oranjemund,yes,FYOG,OMD,,,https://en.wikipedia.org/wiki/Oranjemund_Airport,
3035,FYRU,medium_airport,Rundu Airport,-17.9564991,19.71940041,3627,AF,NA,NA-KE,Rundu,yes,FYRU,NDU,,,"http://ourairports.com/airports/FYRU/#lat=-17.956499099731445,lon=19.71940040588379,zoom=13,type=Satellite,airport=FYRU",
3036,FYTM,medium_airport,Tsumeb Airport,-19.26189995,17.73250008,4353,AF,NA,NA-OT,Tsumeb,no,FYTM,TSB,,,https://en.wikipedia.org/wiki/Tsumeb_Airport,
3037,FYWB,medium_airport,Walvis Bay Airport,-22.9799,14.6453,299,AF,NA,NA-ER,Walvis Bay,yes,FYWB,WVB,,,https://en.wikipedia.org/wiki/Walvis_Bay_Airport,
3038,FYWE,medium_airport,Eros Airport,-22.61219978,17.08040047,5575,AF,NA,NA-KH,Windhoek,yes,FYWE,ERS,,,https://en.wikipedia.org/wiki/Eros_Airport,
3039,FYWH,large_airport,Hosea Kutako International Airport,-22.4799,17.4709,5640,AF,NA,NA-KH,Windhoek,yes,FYWH,WDH,,http://airports.com.na/,https://en.wikipedia.org/wiki/Windhoek_Hosea_Kutako_International_Airport,J.G. Strijdom Airport
3040,FZAA,large_airport,Ndjili International Airport,-4.38575,15.4446,1027,AF,CD,CD-KN,Kinshasa,yes,FZAA,FIH,,,https://en.wikipedia.org/wiki/N%27djili_Airport,
3041,FZAB,medium_airport,Ndolo Airport,-4.326660156,15.32750034,915,AF,CD,CD-KN,N'dolo,no,FZAB,NLO,,,https://en.wikipedia.org/wiki/N%27Dolo_Airport,N'Dolo Airport
3044,FZBO,medium_airport,Bandundu Airport,-3.31132,17.381701,1063,AF,CD,CD-BN,Bandundu,yes,FZBO,FDU,,,https://en.wikipedia.org/wiki/Bandundu_Airport,
3045,FZCA,medium_airport,Kikwit Airport,-5.03577,18.785601,1572,AF,CD,CD-BN,Kikwit,yes,FZCA,KKW,,,https://en.wikipedia.org/wiki/Kikwit_Airport,
3046,FZEA,medium_airport,Mbandaka Airport,0.022600001,18.2887001,1040,AF,CD,CD-EQ,Mbandaka,yes,FZEA,MDK,,,https://en.wikipedia.org/wiki/Mbandaka_Airport,
3047,FZFD,medium_airport,Gbadolite Airport,4.25321,20.9753,1509,AF,CD,CD-EQ,Gbadolite,yes,FZFD,BDT,,,https://en.wikipedia.org/wiki/Gbadolite_Airport,
3048,FZFK,medium_airport,Gemena Airport,3.235369921,19.77129936,1378,AF,CD,CD-EQ,Gemena,yes,FZFK,GMA,,,https://en.wikipedia.org/wiki/Gemena_Airport,
3050,FZGA,medium_airport,Lisala Airport,2.17066,21.496901,1509,AF,CD,CD-EQ,,no,FZGA,LIQ,,,https://en.wikipedia.org/wiki/Lisala_Airport,
3052,FZIC,medium_airport,Bangoka International Airport,0.481638998,25.33799934,1417,AF,CD,CD-OR,Kisangani,yes,FZIC,FKI,,,https://en.wikipedia.org/wiki/Bangoka_International_Airport,
3053,FZJH,medium_airport,Matari Airport,2.827610016,27.5883007,2438,AF,CD,CD-OR,,yes,FZJH,IRP,,,https://en.wikipedia.org/wiki/Matari_Airport,
3054,FZKA,medium_airport,Bunia Airport,1.565719962,30.2208004,4045,AF,CD,CD-OR,,yes,FZKA,BUX,,,https://en.wikipedia.org/wiki/Bunia_Airport,
3055,FZKJ,medium_airport,Buta Zega Airport,2.818350077,24.79369926,1378,AF,CD,CD-OR,,no,FZKJ,BZU,,,,
3056,FZMA,medium_airport,Bukavu Kavumu Airport,-2.308979988,28.80879974,5643,AF,CD,CD-SK,,no,FZMA,BKY,,,,
3057,FZNA,medium_airport,Goma International Airport,-1.670809984,29.2385006,5089,AF,CD,CD-NK,Goma,yes,FZNA,GOM,,,https://en.wikipedia.org/wiki/Goma_International_Airport,
3058,FZOA,medium_airport,Kindu Airport,-2.919179916,25.91539955,1630,AF,CD,CD-MA,Kindu,yes,FZOA,KND,,,https://en.wikipedia.org/wiki/Kindu_Airport,
3059,FZQA,medium_airport,Lubumbashi International Airport,-11.59130001,27.53089905,4295,AF,CD,CD-KA,Lubumbashi,yes,FZQA,FBM,,,https://en.wikipedia.org/wiki/Lubumbashi_International_Airport,
3060,FZQM,medium_airport,Kolwezi Airport,-10.76589966,25.50569916,5007,AF,CD,CD-KA,,yes,FZQM,KWZ,,,https://en.wikipedia.org/wiki/Kolwezi_Airport,
3061,FZRF,medium_airport,Kalemie Airport,-5.875559807,29.25,2569,AF,CD,CD-KA,,yes,FZRF,FMI,,,https://en.wikipedia.org/wiki/Kalemie_Airport,
3062,FZSA,medium_airport,Kamina Base Airport,-8.642020226,25.25289917,3543,AF,CD,CD-KA,,no,FZSA,KMN,,,,
3063,FZUA,medium_airport,Kananga Airport,-5.900050163,22.46920013,2139,AF,CD,CD-KW,Kananga,yes,FZUA,KGA,,,https://en.wikipedia.org/wiki/Kananga_Airport,
3064,FZWA,medium_airport,Mbuji Mayi Airport,-6.121240139,23.56900024,2221,AF,CD,CD-KE,Mbuji Mayi,yes,FZWA,MJM,,,https://en.wikipedia.org/wiki/Mbuji_Mayi_Airport,
3066,GABS,large_airport,Modibo Keita International Airport,12.5335,-7.94994,1247,AF,ML,ML-2,Bamako,yes,GABS,BKO,,,https://en.wikipedia.org/wiki/Bamako%E2%80%93S%C3%A9nou_International_Airport,Senou Airport
3067,GAGO,medium_airport,Gao Airport,16.24839973,-0.005456,870,AF,ML,ML-7,,yes,GAGO,GAQ,,,https://en.wikipedia.org/wiki/Gao_International_Airport,
3068,GAKY,medium_airport,Kayes Dag Dag Airport,14.48120022,-11.40439987,164,AF,ML,ML-1,,yes,GAKY,KYS,,,https://en.wikipedia.org/wiki/Kayes_Airport,
3069,GAMB,medium_airport,Mopti Airport,14.51280022,-4.079559803,906,AF,ML,ML-5,,yes,GAMB,MZI,,,https://en.wikipedia.org/wiki/Mopti_Airport,Ambodedjo Airport
3071,GATB,medium_airport,Timbuktu Airport,16.73049927,-3.007580042,863,AF,ML,ML-7,Timbuktu,yes,GATB,TOM,,,https://en.wikipedia.org/wiki/Timbuktu_Airport,"Timbuctoo Airport, Tombouctou Airport, Tumbutu Airport, Tombouktou Airport"
35156,GB-OUK,medium_airport,Outer Skerries Airport,60.4252,-0.75,76,EU,GB,GB-SCT,Grunay Island,yes,EGOU,OUK,,,,"Out Skerries, Housay, Bruray, Grunay"
3076,GBYD,large_airport,Banjul International Airport,13.338,-16.652201,95,AF,GM,GM-W,Banjul,yes,GBYD,BJL,,,https://en.wikipedia.org/wiki/Banjul_International_Airport,Yundum international Airport
3077,GCFV,large_airport,Fuerteventura Airport,28.4527,-13.8638,85,EU,ES,ES-CN,Fuerteventura Island,yes,GCFV,FUE,,https://www.aena.es/en/fuerteventura.html,https://en.wikipedia.org/wiki/El_Matorral_Airport,
3079,GCHI,medium_airport,El Hierro Airport,27.8148,-17.8871,103,EU,ES,ES-CN,El Hierro Island,yes,GCHI,VDE,,https://www.aena.es/en/el-hierro.html,https://en.wikipedia.org/wiki/El_Hierro_Airport,"Hierro,El Hierro"
3080,GCLA,medium_airport,La Palma Airport,28.626499,-17.7556,107,EU,ES,ES-CN,"Sta Cruz de la Palma, La Palma Island",yes,GCLA,SPC,,https://www.aena.es/en/la-palma.html,https://en.wikipedia.org/wiki/La_Palma_Airport,
3081,GCLP,large_airport,Gran Canaria Airport,27.9319,-15.3866,78,EU,ES,ES-CN,Gran Canaria Island,yes,GCLP,LPA,,https://www.aena.es/en/gran-canaria.html,https://en.wikipedia.org/wiki/Gran_Canaria_Airport,"Canary Islands, Las Palmas Airport, Gando Airport"
3082,GCRR,large_airport,César Manrique-Lanzarote Airport,28.945499,-13.6052,46,EU,ES,ES-CN,Lanzarote Island,yes,GCRR,ACE,,https://www.aena.es/en/cesar-manrique-lanzarote.html,https://en.wikipedia.org/wiki/Lanzarote_Airport,Arrecife Airport
3083,GCTS,large_airport,Tenerife Sur Airport,28.0445,-16.5725,209,EU,ES,ES-CN,Tenerife,yes,GCTS,TFS,,https://www.aena.es/en/tenerife-sur.html,https://en.wikipedia.org/wiki/Tenerife%E2%80%93South_Airport,"Canary Islands, Reina Sofía, TCI, Tenerife South"
3084,GCXO,large_airport,Tenerife Norte-Ciudad de La Laguna Airport,28.4827,-16.341499,2076,EU,ES,ES-CN,Tenerife,yes,GCXO,TFN,,https://www.aena.es/en/tenerife-norte-ciudad-de-la-laguna.html,https://en.wikipedia.org/wiki/Los_Rodeos_Airport,"Canary Islands, Los Rodeos, TCI"
3093,GEML,medium_airport,Melilla Airport,35.2798,-2.95626,156,EU,ES,ES-ML,Melilla,yes,GEML,MLN,,https://www.aena.es/en/melilla.html,https://en.wikipedia.org/wiki/Melilla_Airport,
30799,GFBN,medium_airport,Sherbro International Airport,7.532420158,-12.51889992,14,AF,SL,SL-S,Bonthe,yes,GFBN,BTE,,,https://en.wikipedia.org/wiki/Sherbro_International_Airport,Bonthe Airport
31728,GFBO,medium_airport,Bo Airport,7.944399834,-11.76099968,328,AF,SL,SL-S,Bo,yes,GFBO,KBS,,,https://en.wikipedia.org/wiki/Bo_Airport,
31741,GFKE,medium_airport,Kenema Airport,7.891290188,-11.17660046,485,AF,SL,SL-E,Kenema,yes,GFKE,KEN,,,https://en.wikipedia.org/wiki/Kenema_Airport,
3095,GFLL,large_airport,Lungi International Airport,8.61644,-13.1955,84,AF,SL,SL-N,Freetown (Lungi-Town),yes,GFLL,FNA,,http://www.freetownairport.com/,https://en.wikipedia.org/wiki/Lungi_International_Airport,
32689,GFYE,medium_airport,Yengema Airport,8.610469818,-11.04539967,1300,AF,SL,SL-E,Yengema,yes,GFYE,WYE,,,https://en.wikipedia.org/wiki/Yengema_Airport,
3097,GGOV,medium_airport,Osvaldo Vieira International Airport,11.89480019,-15.65369987,129,AF,GW,GW-BS,Bissau,yes,GGOV,OXB,,,https://en.wikipedia.org/wiki/Osvaldo_Vieira_International_Airport,
3098,GLMR,medium_airport,Spriggs Payne Airport,6.289060116,-10.75870037,25,AF,LR,LR-MO,Monrovia,yes,GLMR,MLW,,,https://en.wikipedia.org/wiki/Spriggs_Payne_Airport,
3099,GLRB,large_airport,Roberts International Airport,6.23379,-10.3623,31,AF,LR,LR-MG,Monrovia,yes,GLRB,ROB,,,https://en.wikipedia.org/wiki/Roberts_International_Airport,
3101,GMAD,medium_airport,Al Massira Airport,30.322478,-9.412003,250,AF,MA,MA-AGD,Agadir (Temsia),yes,GMAD,AGA,,,https://en.wikipedia.org/wiki/Al_Massira_Airport,
3102,GMAT,medium_airport,Tan Tan Airport,28.44820023,-11.16129971,653,AF,MA,MA-TNT,Tan Tan,yes,GMAT,TTA,,,https://en.wikipedia.org/wiki/Tan_Tan_Airport,Plage Blanche Airport
300605,GMFB,medium_airport,Bouarfa Airport,32.51430556,-1.983055556,3630,AF,MA,MA-FIG,Bouarfa,no,GMFB,UAR,,,,
3103,GMFF,medium_airport,Saïss Airport,33.9272995,-4.97796011,1900,AF,MA,MA-FES,Fes,yes,GMFF,FEZ,,,https://en.wikipedia.org/wiki/Sa%C3%AFss_Airport,
3105,GMFK,medium_airport,Moulay Ali Cherif Airport,31.94750023,-4.398330212,3428,AF,MA,MA-ERR,Errachidia,yes,GMFK,ERH,,,https://en.wikipedia.org/wiki/Moulay_Ali_Cherif_Airport,
3106,GMFM,medium_airport,Bassatine Airport,33.8791008,-5.515120029,1890,AF,MA,MA-MEK,Meknes,no,GMFM,MEK,,,,
3107,GMFO,medium_airport,Angads Airport,34.78720093,-1.923990011,1535,AF,MA,MA-OUJ,Oujda,yes,GMFO,OUD,,,https://en.wikipedia.org/wiki/Angads_Airport,
3108,GMMA,medium_airport,Smara Airport,26.731987,-11.683655,350,AF,EH,EH-U-A,Smara,yes,GMMA,SMW,,,https://en.wikipedia.org/wiki/Smara_Airport,"GSMA, Semara"
3109,GMME,medium_airport,Rabat-Salé Airport,34.051498,-6.75152,276,AF,MA,MA-RBA,Rabat,yes,GMME,RBA,,,https://en.wikipedia.org/wiki/Sale_Airport,
3110,GMMH,medium_airport,Dakhla Airport,23.7183,-15.932,36,AF,EH,EH-U-A,Dakhla,yes,GMMH,VIL,,,https://en.wikipedia.org/wiki/Dakhla_Airport,"GSVO, Villa Cisneros, Dajla, Oued Ed-Dahab"
3112,GMML,medium_airport,Hassan I Airport,27.151699,-13.2192,207,AF,EH,EH-U-A,El Aaiún,yes,GMML,EUN,,,https://en.wikipedia.org/wiki/Hassan_Airport,"GSAI, Laâyoune"
3113,GMMN,large_airport,Mohammed V International Airport,33.36750031,-7.589970112,656,AF,MA,MA-CAS,Casablanca,yes,GMMN,CMN,,http://www.onda.ma/ONDA/Fr/Espaces/EspacePassagers/LeReseauAeroportuaireONDA/Lesaeroports/Fiches+d%E2%80%99identit%C3%A9+par+a%C,https://en.wikipedia.org/wiki/Mohammed_V_International_Airport,"CAS, Casabianca, Nouasseur"
3114,GMMW,medium_airport,Nador International Airport,34.98880005,-3.028209925,574,AF,MA,MA-NAD,Nador,yes,GMMW,NDR,,,https://en.wikipedia.org/wiki/Nador_International_Airport,Al Aroui International Airport
3115,GMMX,medium_airport,Menara Airport,31.60689926,-8.036299706,1545,AF,MA,MA-MAR,Marrakech,yes,GMMX,RAK,,,https://en.wikipedia.org/wiki/Menara_International_Airport,"Marakesh, Marrakesh"
3116,GMMY,medium_airport,Kenitra Air Base,34.298901,-6.59588,16,AF,MA,MA-KEN,Kenitra,no,GMMY,NNA,,,https://en.wikipedia.org/wiki/Kenitra_Air_Base,"Craw Field, Naval Air Station Port Lyautey"
3117,GMMZ,medium_airport,Ouarzazate Airport,30.93910027,-6.909430027,3782,AF,MA,MA-OUA,Ouarzazate,yes,GMMZ,OZZ,,,https://en.wikipedia.org/wiki/Ouarzazate_Airport,
319715,GMQ,medium_airport,Golog Maqin Airport,34.418066,100.301144,12426,AS,CN,CN-63,Golog,yes,ZLGL,GMQ,,,https://en.wikipedia.org/wiki/Golog_Maqin_Airport,
3119,GMTA,medium_airport,Cherif Al Idrissi Airport,35.17710114,-3.839519978,95,AF,MA,MA-HOC,Al Hoceima,yes,GMTA,AHU,,,https://en.wikipedia.org/wiki/Cherif_Al_Idrissi_Airport,
3120,GMTN,medium_airport,Saniat R'mel Airport,35.59429932,-5.320020199,10,AF,MA,MA-TET,Tétouan,no,GMTN,TTU,,,https://en.wikipedia.org/wiki/Sania_Ramel_Airport,"Sania Ramel, Saniet R'mel"
3121,GMTT,medium_airport,Tangier Ibn Battouta Airport,35.726898,-5.91689,62,AF,MA,MA-TNG,Tangier,yes,GMTT,TNG,,,https://en.wikipedia.org/wiki/Tangier_Ibn_Battouta_Airport,"Tanger-Boukhalef Airport, Aéroport de Tanger-Ibn Battuta"
325736,GOBD,large_airport,Blaise Diagne International Airport,14.67,-17.073333,290,AF,SN,SN-DK,Dakar,yes,GOBD,DSS,,http://www.dakaraeroport.com/,https://en.wikipedia.org/wiki/Blaise_Diagne_International_Airport,"dakar,new dakar airport, dakar airport, diass airport"
3122,GOGG,medium_airport,Ziguinchor Airport,12.5556,-16.281799,75,AF,SN,SN-ZG,Ziguinchor,yes,GOGG,ZIG,,,https://en.wikipedia.org/wiki/Ziguinchor_Airport,Basse Casamance
3123,GOGS,medium_airport,Cap Skirring Airport,12.39533,-16.748,52,AF,SN,SN-ZG,Cap Skirring,yes,GOGS,CSK,,,https://en.wikipedia.org/wiki/Cap_Skirring_Airport,
3124,GOOK,medium_airport,Kaolack Airport,14.14690018,-16.05130005,26,AF,SN,SN-FK,Kaolack,no,GOOK,KLC,,,https://en.wikipedia.org/wiki/Kaolack_Airport,
31879,GOSM,medium_airport,Ouro Sogui Airport,15.5936,-13.3228,85,AF,SN,SN-MT,Ouro Sogui,yes,GOSM,MAX,,,https://en.wikipedia.org/wiki/Ouro_Sogui_Airport,
3126,GOSS,medium_airport,Saint Louis Airport,16.049814,-16.461039,9,AF,SN,SN-SL,Saint Louis,yes,GOSS,XLS,,,https://en.wikipedia.org/wiki/Saint_Louis_Airport,
3127,GOTB,medium_airport,Bakel Airport,14.84729958,-12.46829987,98,AF,SN,SN-TC,Bakel,no,GOTB,BXE,,,https://en.wikipedia.org/wiki/Bakel_Airport,
3128,GOTK,medium_airport,Kédougou Airport,12.57229996,-12.22029972,584,AF,SN,SN-TC,Kédougou,no,GOTK,KGG,,,https://en.wikipedia.org/wiki/K%C3%A9dougou_Airport,
3129,GOTT,medium_airport,Tambacounda Airport,13.73680019,-13.65310001,161,AF,SN,SN-TC,Tambacounda,yes,GOTT,TUD,,,https://en.wikipedia.org/wiki/Tambacounda_Airport,
323315,GQNO,large_airport,Nouakchott–Oumtounsy International Airport,18.31,-15.9697222,9,AF,MR,MR-NKC,Nouakchott,yes,GQNO,NKC,,,https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport,"Nouakchott,Oumtounsy"
3137,GQPA,medium_airport,Atar International Airport,20.5067997,-13.04319954,734,AF,MR,MR-07,Atar,no,GQPA,ATR,,,https://en.wikipedia.org/wiki/Atar_International_Airport,
3138,GQPP,medium_airport,Nouadhibou International Airport,20.93309975,-17.03000069,24,AF,MR,MR-08,Nouadhibou,yes,GQPP,NDB,,,https://en.wikipedia.org/wiki/Nouadhibou_International_Airport,
3146,GUCY,medium_airport,Conakry International Airport,9.57689,-13.612,72,AF,GN,GN-C,Conakry,yes,GUCY,CKY,,http://www.aeroport-conakry.com/aeroport_international_de_conakry.php,https://en.wikipedia.org/wiki/Conakry_International_Airport,Gbessia International Airport
3150,GVAC,large_airport,Amílcar Cabral International Airport,16.7414,-22.9494,177,AF,CV,CV-B,Espargos,yes,GVAC,SID,,,https://en.wikipedia.org/wiki/Am%C3%ADlcar_Cabral_International_Airport,Sal Island
3151,GVBA,medium_airport,Rabil Airport,16.1364994,-22.88890076,69,AF,CV,CV-B,Rabil,yes,GVBA,BVC,,,https://en.wikipedia.org/wiki/Rabil_Airport,Boa Vista Island
3152,GVMA,medium_airport,Maio Airport,15.1559,-23.21369934,36,AF,CV,CV-S,Vila do Maio,yes,GVMA,MMO,,,https://en.wikipedia.org/wiki/Maio_Airport,Maio Island
3153,GVNP,medium_airport,Praia International Airport,14.92450047,-23.49349976,230,AF,CV,CV-S,Praia,yes,GVNP,RAI,,,https://en.wikipedia.org/wiki/Francisco_Mendes_International_Airport,Santiago Island
3154,GVSN,medium_airport,Preguiça Airport,16.58839989,-24.28470039,669,AF,CV,CV-B,Preguiça,yes,GVSN,SNE,,,https://en.wikipedia.org/wiki/Pregui%C3%A7a_Airport,Sao Nicolau Island
3155,GVSV,medium_airport,São Pedro Airport,16.8332,-25.0553,66,AF,CV,CV-B,São Pedro,yes,GVSV,VXE,,,https://en.wikipedia.org/wiki/S%C3%A3o_Pedro_Airport,São Vicente Island
3157,HAAB,large_airport,Addis Ababa Bole International Airport,8.97789,38.799301,7630,AF,ET,ET-AA,Addis Ababa,yes,HAAB,ADD,,http://www.ethiopianairports.com,https://en.wikipedia.org/wiki/Bole_International_Airport,"Haile Selassie I, Bole International Airport"
3159,HAAM,medium_airport,Arba Minch Airport,6.039390087,37.59049988,3901,AF,ET,ET-SN,,yes,HAAM,AMH,,,https://en.wikipedia.org/wiki/Arba_Minch_Airport,"Gantar,Minghi"
3160,HAAX,medium_airport,Axum Airport,14.14680004,38.77280045,6959,AF,ET,ET-TI,,yes,HAAX,AXU,,,https://en.wikipedia.org/wiki/Axum_Airport,
3161,HABD,medium_airport,Bahir Dar Airport,11.60809994,37.32160187,5978,AF,ET,ET-AM,Bahir Dar,yes,HABD,BJR,,,https://en.wikipedia.org/wiki/Bahir_Dar_Airport,
3162,HADR,medium_airport,Aba Tenna Dejazmach Yilma International Airport,9.624699593,41.85419846,3827,AF,ET,ET-DD,Dire Dawa,yes,HADR,DIR,,,https://en.wikipedia.org/wiki/Aba_Tenna_Dejazmach_Yilma_International_Airport,
3163,HAGM,medium_airport,Gambella Airport,8.128760338,34.56309891,1614,AF,ET,ET-GA,Gambela,yes,HAGM,GMB,,,https://en.wikipedia.org/wiki/Gambela_Airport,Gambela National Park
3164,HAGN,medium_airport,Gonder Airport,12.51990032,37.43399811,6449,AF,ET,ET-AM,Gondar,yes,HAGN,GDQ,,,https://en.wikipedia.org/wiki/Gondar_Airport,Azezo
3165,HAGO,medium_airport,Gode Airport,5.935130119,43.57860184,834,AF,ET,ET-SO,Gode,yes,HAGO,GDE,,,https://en.wikipedia.org/wiki/Gode_Airport,Iddiole
300239,HAHM,medium_airport,Harar Meda Airport,8.7163,39.0059,6201,AF,ET,ET-OR,Debre Zeyit,no,HAHM,QHR,,,https://en.wikipedia.org/wiki/Harar_Meda_Airport,አባጤናደጃ ደጃደጃ
313314,HAJJ,medium_airport,Wilwal International Airport,9.3325,42.9121,5954,AF,ET,ET-SO,Jijiga,yes,HAJJ,JIJ,,,https://en.wikipedia.org/wiki/Jijiga_Airport,Garaad Wiil-Waal
3166,HAJM,medium_airport,Jimma Airport,7.666090012,36.8166008,5500,AF,ET,ET-OR,Jimma,yes,HAJM,JIM,,,https://en.wikipedia.org/wiki/Aba_Segud_Airport,
30664,HALA,medium_airport,Awasa Airport,7.095,38.398333,5450,AF,ET,ET-XSD,Awasa,no,HALA,AWA,,,https://en.wikipedia.org/wiki/Awasa_Airport,
3168,HAMK,medium_airport,Mekele Airport,13.4673996,39.53350067,7396,AF,ET,ET-TI,,no,HAMK,MQX,,,https://en.wikipedia.org/wiki/Alula_Aba_Airport,
3169,HASO,medium_airport,Asosa Airport,10.01850033,34.5862999,5100,AF,ET,ET-BE,Asosa,yes,HASO,ASO,,,https://en.wikipedia.org/wiki/Asosa_Airport,
3170,HBBA,medium_airport,Bujumbura Melchior Ndadaye International Airport,-3.32402,29.318501,2582,AF,BI,BI-BM,Bujumbura,yes,HBBA,BJM,,,https://en.wikipedia.org/wiki/Bujumbura_International_Airport,
333096,HBQ,medium_airport,Haibei Qilian Airport,38.012,100.644,10377,AS,CN,CN-63,Qilian,yes,,HBQ,,,https://en.wikipedia.org/wiki/Qilian_Airport,
3171,HCMH,large_airport,Egal International Airport,9.513207,44.082389,4471,AF,SO,SO-WO,Hargeisa,yes,HCMH,HGA,,http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.somalilandaviation.com%2F&h=AT2r8UIJqOYWDa0S_hV1mbRmYgqrpbW3KArb9oL43ykG2KOE0Obep,https://en.wikipedia.org/wiki/Hargeisa_International_Airport,"Madaarka Caalamiga a ee Cigaal, مطار هرجيسا إيغال الدولية‎)"
3172,HCMI,medium_airport,Berbera Airport,10.385035,44.936723,30,AF,SO,SO-WO,Berbera,yes,HCMI,BBO,,,https://en.wikipedia.org/wiki/Berbera_Airport,
3173,HCMK,medium_airport,Kismayo Airport,-0.377353,42.459202,49,AF,SO,SO-JH,Kismayo,no,HCMK,KMU,,,https://en.wikipedia.org/wiki/Kismayo_Airport,"Kisimayu, كيسمايو المطار"
31899,HCMM,medium_airport,Aden Adde International Airport,2.01444006,45.30469894,29,AF,SO,SO-BN,Mogadishu,yes,HCMM,MGQ,,,https://en.wikipedia.org/wiki/Aden_Adde_International_Airport,HCCM
3174,HDAM,medium_airport,Djibouti-Ambouli Airport,11.54730034,43.15950012,49,AF,DJ,DJ-DJ,Djibouti City,yes,HDAM,JIB,,,https://en.wikipedia.org/wiki/Djibouti-Ambouli_International_Airport,
3175,HEAL,medium_airport,El Alamein International Airport,30.92449951,28.46139908,143,AF,EG,EG-MT,El Alamein,no,HEAL,DBB,,,,"Al Alamain, Al Alamayn, العلمين‎"
3176,HEAR,medium_airport,El Arish International Airport,31.07329941,33.83580017,121,AS,EG,EG-SIN,El Arish,yes,HEAR,AAC,,,https://en.wikipedia.org/wiki/El_Arish_International_Airport,
3177,HEAT,medium_airport,Asyut International Airport,27.050823,31.016303,748,AF,EG,EG-AST,Asyut,yes,HEAT,ATZ,,,https://en.wikipedia.org/wiki/Assiut_Airport,Assiut
3178,HEAX,medium_airport,El Nuzha Airport,31.192333,29.953081,-6,AF,EG,EG-ALX,Alexandria,yes,HEAX,ALY,,,https://en.wikipedia.org/wiki/El_Nouzha_Airport,Alexandria International Airport
3180,HEBA,medium_airport,Borg El Arab International Airport,30.91769981,29.69639969,177,AF,EG,EG-ALX,Alexandria,yes,HEBA,HBE,,,https://en.wikipedia.org/wiki/Borg_El_Arab_Airport,
3181,HEBL,medium_airport,Abu Simbel Airport,22.37599945,31.61170006,616,AF,EG,EG-ASN,Abu Simbel,yes,HEBL,ABS,,,https://en.wikipedia.org/wiki/Abu_Simbel_Airport,
3183,HECA,large_airport,Cairo International Airport,30.12190056,31.40559959,382,AF,EG,EG-C,Cairo,yes,HECA,CAI,,,https://en.wikipedia.org/wiki/Cairo_International_Airport,
2356,HECP,medium_airport,Capital International Airport,30.074293,31.84296,761,AF,EG,EG-C,New Administrative Capital,no,HECP,CCE,,http://www.avit.com.eg/index.php/projects/item/138-katameya-airport,https://en.wikipedia.org/wiki/Capital_International_Airport_(Egypt),HECP
3186,HEGN,large_airport,Hurghada International Airport,27.180325,33.807292,32,AF,EG,EG-BA,Hurghada,yes,HEGN,HRG,,,https://en.wikipedia.org/wiki/Hurghada_International_Airport,"Al Ghardaqah, الغردقة"
3188,HEGR,medium_airport,El Gora Airport,31.072783,34.13229,324,AF,EG,EG-SIN,El Gora,no,HEGR,EGH,,,https://en.wikipedia.org/wiki/El_Gora_Airport,
3191,HELX,medium_airport,Luxor International Airport,25.674629,32.700012,276,AF,EG,EG-KN,Luxor,yes,HELX,LXR,,,https://en.wikipedia.org/wiki/Luxor_International_Airport,
3192,HEMA,medium_airport,Marsa Alam International Airport,25.5571003,34.58369827,251,AF,EG,EG-BA,Marsa Alam,yes,HEMA,RMF,,http://www.marsa-alam-airport.com,https://en.wikipedia.org/wiki/Marsa_Alam_International_Airport,
300893,HEMK,medium_airport,Sohag International Airport,26.342778,31.742778,310,AF,EG,EG-SHG,Sohag,yes,HESG,HMB,,,https://en.wikipedia.org/wiki/Sohag_International_Airport,Mubarak International Airport
3193,HEMM,medium_airport,Marsa Matruh Airport,31.325399,27.221701,94,AF,EG,EG-MT,Marsa Matruh,yes,HEMM,MUH,,,https://en.wikipedia.org/wiki/Mersa_Matruh_Airport,
3196,HEPS,medium_airport,Port Said Airport,31.27939987,32.24000168,8,AF,EG,EG-SHR,Port Said,no,HEPS,PSD,,http://en.wikipedia.org/wiki/Port_Said_Airport,https://en.wikipedia.org/wiki/Port_Said_Airport,
3197,HESC,medium_airport,Saint Catherine International Airport,28.682729,34.060503,4402,AF,EG,EG-JS,Saint Catherine,no,HESC,SKV,,,https://en.wikipedia.org/wiki/St._Catherine_International_Airport,
3198,HESH,large_airport,Sharm El Sheikh International Airport,27.977301,34.395,143,AF,EG,EG-JS,Sharm el-Sheikh,yes,HESH,SSH,,,https://en.wikipedia.org/wiki/Sharm_el-Sheikh_International_Airport,
3199,HESN,medium_airport,Aswan International Airport,23.96439934,32.81999969,662,AF,EG,EG-ASN,Aswan,yes,HESN,ASW,,,https://en.wikipedia.org/wiki/Aswan_International_Airport,
335334,HESX,medium_airport,Sphinx International Airport,30.108148,30.89569,553,AF,EG,EG-GZ,Giza,no,HESX,SPX,,,https://en.wikipedia.org/wiki/Sphinx_International_Airport,
3200,HETB,medium_airport,Taba International Airport,29.587799,34.778099,2415,AF,EG,EG-SIN,Taba,yes,HETB,TCP,,,https://en.wikipedia.org/wiki/Taba_International_Airport,
