Country,Code,X,Y,Arrival_Requirement,Quarantine_Requirement
Lebanon,LBN,35.894185,33.921586,"COVID-19 negative certification required for entering the country.  

All passengers (apart from children under the age of 12 and members of UNIFIL) will be required to take a PCR test at Beirut International Airport on arrival, which is provided at the airline’s expense. <br>
If you are travelling to Lebanon, you are required to take a PCR test at a laboratory certified by local authorities 96 hours before you travel, and to show the result, which must include a QR code, at check-in at your departure airport. If you do not have a negative PCR test result with a QR code within this time frame and in an approved form (paper or email, not SMS), you will not be allowed to board your flight to Lebanon. PCR tests issued from US, Canada, Australia, New Zealand, South Korea, Japan and all European countries (including the UK) are accepted without QR codes. <br>
Passengers who can prove: <br>
•        that they have received both doses of the COVID-19 vaccine (or one complete dose, if the vaccine is made up of only one dose) at least 2 weeks before departure to Lebanon, or<br>
•        that they have had and recovered from COVID-19 within 90 days prior to travel, or<br>
•        that they have travelled out of Lebanon and returned within one week are exempt from taking a pre-departure PCR test. Children under the age of 12 are also exempt.<br> 
There are no testing or additional COVID-19 related procedures required for transiting travellers. Passengers with a short transit time will be allowed to proceed directly to their gate, those with a longer transit time will have to wait at a designated gate where a cafeteria is available. 


","Quarantine requirement at government designated site- pending PCR result.

All passengers (apart from children under the age of 12 and members of UNIFIL) will be required to take a PCR test at Beirut International Airport on arrival, which is provided at the airline’s expense. <br>
If you are travelling to Lebanon, you are required to take a PCR test at a laboratory certified by local authorities 96 hours before you travel, and to show the result, which must include a QR code, at check-in at your departure airport. If you do not have a negative PCR test result with a QR code within this time frame and in an approved form (paper or email, not SMS), you will not be allowed to board your flight to Lebanon. PCR tests issued from US, Canada, Australia, New Zealand, South Korea, Japan and all European countries (including the UK) are accepted without QR codes. <br>
Passengers who can prove: <br>
•        that they have received both doses of the COVID-19 vaccine (or one complete dose, if the vaccine is made up of only one dose) at least 2 weeks before departure to Lebanon, or<br>
•        that they have had and recovered from COVID-19 within 90 days prior to travel, or<br>
•        that they have travelled out of Lebanon and returned within one week are exempt from taking a pre-departure PCR test. Children under the age of 12 are also exempt.<br>
You should not use the testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. The Lebanese government is keeping these measures under review and they may change at short notice. You must comply with any amended regulations for testing and self-isolation. You should check with your airline and the Embassy of Lebanon in the country you are travelling from before travel.<br>
*Transit passengers: There are no testing or additional COVID-19 related procedures required for transiting travellers. Passengers with a short transit time will be allowed to proceed directly to their gate, those with a longer transit time will have to wait at a designated gate where a cafeteria is available."
Lesotho,LSO,28.247043,-29.58314,"COVID-19 negative certification required for entering the country. 


Everyone entering Lesotho will be screened for coronavirus. Individuals entering or leaving Lesotho must provide evidence of a negative PCR COVID-19 test, taken within 72 hours of travel. ","Self-isolation at own accommodation- subject to screening.

Travellers showing symptoms of coronavirus will be required to self-isolate at their permanent or temporary residence or may be placed in an isolation facility in a government hospital at their own expense."
Liancourt Rock,"KOR, JPN",131.864842,37.241642,,
Liberia,LBR,-9.311921,6.448469,"COVID-19 negative certification required for entering the country. 

Before travelling to Liberia, you must have a negative COVID-19 PCR test result from an accredited lab, regardless of COVID-19 vaccination status. Your test must be conducted a maximum of 96 hours before arrival in Liberia. Before arrival, in Liberia, you must download the Lib Travel mobile app from Android Play or the Apple Store. If you have problems with the app, staff at Roberts International Airport can assist you. <br>
•        <a href=""https://play.google.com/store/apps/details?id=com.tuma.libtravel"">Android app</a>
•        <a href=""https://apps.apple.com/us/apps/lib-travel/id1537552090"">Apple Store</a>
You must complete a Health Screening Arrival Form before arrival, for monitoring and contact tracing. You must provide your passport details, contact details in Liberia, next of kin details, your travel details (including flight details, with seat number and any transit locations), any countries visited in the previous 14 days, and you must complete the symptom checker. You must select a payment option for your COVID-19 test (payment via app or payment on arrival). Some travellers have reported problems with online payment. You should ensure you carry sufficient cash (US dollars) for payment on arrival. If double-charged you can present proof of online payment and seek a refund. Each adult traveller must download the app and register individually. You can register children via a parent’s app. When you arrive in Liberia, you must be able to show proof that you have completed the symptom tracker form. If you experience problems using the app, staff will assist you at the airport on arrival. <br>
Currently all land borders (with Sierra Leone, Guinea and Côte d’Ivoire) are closed to travellers. Ports remain open. <br>
*Exemptions to testing on arrival: <br>
•        Children under the age of 5 years old are exempt from COVID-19 testing and do not require a test result certificate. However, you should check your airline’s requirements.<br>
•        Cabin crew, captains, flight engineers and first officers with layovers less than 48 hours are exempt from testing if they complete pre-boarding testing as per their airline’s policy and comply with screening procedures while in Liberia. They must complete screening on arrival and proceed to their designated flight crew hotel. If layover is more than 48 hours, cabin crew, captains, flight engineers and first officers must undergo PCR testing before leaving Liberia (see Coronavirus testing for departing travellers)<br>
Diplomats and their families, honorary consuls, duly accredited international organisations’ staff and Liberian diplomats must present a negative PCR COVID-19 test result certificate from an accredited lab within 96 hours before arrival in Liberia (i.e. your test sample must have been collected a maximum of 4 days before arrival in Liberia). Alternatively, voluntary testing at the airport is available free of charge. If you do not present a valid negative PCR COVID-19 test result certificate, NPHIL staff will seek to test you on arrival.  You should arrange to take a private test. You should be prepared for travel restrictions, and changes to screening and quarantine requirements with no advance notice. 
","Self-isolation at own accommodation. 

 There is no quarantine requirement for travellers who test negative on arrival, however Government of Liberia strongly recommends that all travellers self-isolate for 7 days and self-monitor symptoms via the Lib Travel app for 14 days, beginning the day after arrival in Liberia. <br>
Any travellers receiving a positive rapid test result on arrival at Roberts International Airport will be transported by health authorities to the government COVID-19 Treatment Unit, at Star Base. Travellers who have mild to moderate symptoms (or are asymptomatic) up to 7 days after arrival at Star Base will be clinically assessed and will be given a PCR test. Depending on clinical assessment they may be discharged to home-based care between 8-14 days after admission. Critical and severe cases will remain at Star Base. PCR test results usually take several days and at busy periods have taken two weeks due to laboratory backlogs. Liberian quarantine and COVID-19 treatment facilities are basic, and not guaranteed to meet Public Health England standards.
"
Libya,LBY,18.029942,27.038767,"COVID-19 negative certification subject to special conditions.

Anyone arriving in Libya will need to have a negative COVID-19 PCR test certificate issued within the last 48 hours prior to their arrival. Travellers will undergo health checks along with temperature screening. A COVID-19 PCR test will be administered.


","Quarantine at own accommodation or designated centre subject to PCR test.

On arrival, travellers will undergo PCR testing and must quarantine for three days until the result is received. Travellers with a positive result will be transferred to a designated centre for further treatment, and those with a negative result will be subject to home quarantine for ten days.
 "
Liechtenstein,LIE,9.552985,47.14167,"COVID-19 negative certification not required / not known. 
 <br>
Travelling to and from EU/EAA countries is in principle allowed. For further details, see the rules applicable to Switzerland, which apply to Liechtenstein as well.","Self-isolation at own accommodation- subject to categorisation.
 <br>
Travelling to and from EU/EAA countries is in principle allowed. For further details, see the rules applicable to Switzerland, which apply to Liechtenstein as well.
<br>
<br>
Anyone arriving in Liechtenstein from the United Kingdom, regardless of nationality, is required to self-isolate for 10 days from the date of arrival."
Lithuania,LTU,23.905248,55.336787,"COVID-19 negative certification required for entering the country. <br>
Non-vaccinated travelers from Latvia, Luxembourg, Romania must present COVID-19 test and quarantine for 10 days; list of 'red' countries updated.<br> 
Entering this country with the EU Digital COVID certificate. EUDCCs are valid to enter Lithuania if they contain one of the following: a certificate of vaccination; a certificate of recovery from COVID-19, confirmed by a positive PCR test, valid for 180 days since the date of the positive test; a pre-departure negative COVID-19 test. Accepted tests: PCR taken within 72 hours prior to arrival or rapid antigen test (RAT) taken within 48 hours prior to arrival.<br>
Travellers arriving from countries classified as ""yellow"" have to take a second PCR test between day 3 and 5 after arrival (unless they are vaccinated or have recovered from Covid-19).<br>



","Self-isolation at own accommodation- travellers from some countries face stricter measures. <br>
Non-vaccinated travelers from Latvia, Luxembourg, Romania must present COVID-19 test and quarantine for 10 days; list of 'red' countries updated.<br> 
Entering this country with the EU Digital COVID certificate. EUDCCs are valid to enter Lithuania if they contain one of the following: a certificate of vaccination; a certificate of recovery from COVID-19, confirmed by a positive PCR test, valid for 180 days since the date of the positive test; a pre-departure negative COVID-19 test. Accepted tests: PCR taken within 72 hours prior to arrival or rapid antigen test (RAT) taken within 48 hours prior to arrival.<br>
All third countries are classified as ""grey"" countries and listed as <a href=""https://nvsc.lrv.lt/en/information-on-covid-19/for-arrivals-from-abroad"">risk areas</a>. Travellers from third countries must present one of the following: a certificate of vaccination; a certificate of recovery from Covid-19, confirmed by a positive PCR test, valid for 180 days since the date of the positive test; a pre-departure negative Covid-19 test. Accepted tests: PCR taken within 72 hours prior to arrival or RAT (rapid antigen test) taken within 48 hours prior to arrival.<br>
Travellers arriving from countries that are listed as <a href=""https://nvsc.lrv.lt/en/information-on-covid-19/for-arrivals-from-abroad/requirements-for-people-arriving-from-abroad-starting-from-january-25th"">risk areas</a> (all areas other than ""green"" or ""yellow""), unless they can provide proof of full vaccination or recent recovery from Covid-19, are also subject to mandatory <a href=""https://nvsc.lrv.lt/en/information-on-covid-19/for-arrivals-from-abroad/requirements-for-people-arriving-from-abroad-starting-from-january-25th"">self-isolation for 10 days</a> from the day of arrival.<br>
The isolation period may be shortened after a second negative PCR test performed no earlier than on day 7 of self-isolation. Those who travel on a work basis from ""red"" or ""grey"" areas can leave the place of isolation and perform their work-related duties following a negative result to a PCR test carried out after arrival in Lithuania. Children under 16 years old are exempted from the pre-departure testing requirement. Children under 12 years old from ""red"" and ""grey"" countries are exempted from the isolation requirement. Children under 12 years old from ""yellow"" countries are exempted from the second PCR requirement. Children from 12 to 15 years old from ""red"" and ""grey"" countries are exempted from the isolation requirement upon presentation of a negative result to a PCR or RAT test.<br>
 A quarantine is imposed to all travellers (including vaccinated, recovered and children) arriving from areas where stricter measures are applied. 


 
 
"
Luxembourg,LUX,6.092653,49.776797,"COVID-19 negative certification required for entering the country. <br>
Luxembourg is accepting ""EU Digital COVID certificates"" (EUDCC) since 1 July 2021. Holders of EUDCC will be allowed to enter Luxembourg, without being subject to further restrictions (testing or quarantine).  Negative COVID-19 test certificate: PCR test valid for 72 hours. Rapid antigen test valid for 48 hours.<br>
Entering this country from an EU Member State or Schengen Associated country or from outside an EU Member State or Schengen Associated country, without the EU Digital COVID certificate or with a certificate not compliant with national requirements: a negative result (on paper or electronic document) of a nucleic acid amplification test (NAAT) of SARS-CoV-2 viral RNA (either by PCR, TMA or LAMP method) performed less than 72 hours prior to the flight, or a rapid antigen test performed less than 48 hours prior to the flight, is requested. <br>
Any person aged 12 or over, regardless of their nationality, travelling by air transport to the Grand Duchy of Luxembourg, must present at the boarding either: a certificate of vaccination, a certificate of recovery, a negative result (on paper or electronic document) of a nucleic acid amplification test (NAAT) of SARS-CoV-2 viral RNA (either by PCR, TMA or LAMP method) performed less than 72 hours prior to the flight, or a rapid antigen test performed less than 48 hours prior to the flight, from a laboratory or other organisation authorised for this purpose. The negative test result must be presented, if necessary along with a translation, either in one of the administrative languages (Luxembourgish, French, German) of Luxembourg, or in English. Documents in Italian, Spanish or Portuguese are also accepted.<br>
In addition to the COVID-19 vaccination, recovery and test certificates, the system in place temporarily allows for the recognition of COVID-19 vaccination, recovery and test certificates issued by another Member State of the European Union or a Member State of the Schengen Area, which are not yet drawn up in accordance with the European Regulation on the EU digital COVID certificate. During this phase, for example, certificates without a QR code or proof of vaccinations in a vaccination booklet are accepted. These obligations do not apply to travel by land.<br>
<br>
<br>
Third-country nationals may no longer enter the territory of the Grand Duchy until 30 September 2021 (inclusive). Details concerning these restrictions and the various exceptions are available on <a href=""https://covid19.public.lu/en.html"">covid19.lu</a> <br>
 as of September 15 2021, the obligation of strict quarantine for seven days on arrival with the performance of a PCR test on the 6th day of quarantine as well as the obligation to declare their presence to the Sanitary Inspectorate are no longer applicable to persons travelling from India to Luxembourg.





 ","No quarantine/ self-isolation required.
<br>
Luxembourg is accepting ""EU Digital COVID certificates"" (EUDCC) since 1 July 2021. Holders of EUDCC will be allowed to enter Luxembourg, without being subject to further restrictions (testing or quarantine).<br>
Passengers are not required to undergo a mandatory isolation period upon arrival, provided they are a resident of the country allowed to travel to Luxembourg.<br>
As of September 15 2021, the obligation of strict quarantine for seven days on arrival with the performance of a PCR test on the 6th day of quarantine as well as the obligation to declare their presence to the Sanitary Inspectorate are no longer applicable to persons travelling from India to Luxembourg. <br>



"
Macao,MAC,113.547149,22.196997,"COVID-19 negative certification required for entering the country. 

Based on the QR three-colour code system, which replaces the previous digital health declaration, visitors receiving red or yellow codes may be subject to testing, hospitalisation or restrictions on their movements.
","Quarantine requirement at government designated site.

Quarantine measures imposed on arrivals returning from middle risk areas in mainland China, and from Taiwan, stay at the current 14 day quarantine period, while arrivals returning from low risk areas in mainland China are still exempted from any quarantine measures."
Madagascar,MDG,46.696474,-19.382363,"COVID-19 negative certification required for entering the country.  

To enter Madagascar you will need to provide proof of a negative coronavirus test taken within 72 hours of travel.","Self-isolation at own accommodation subject to PCR.

You will also be required to quarantine in a designated hotel on arrival, take a COVID-19 test on arrival at Ivato International Airport and another on Day 4 of your quarantine. If the test is negative, you will be able to leave quarantine. If the test is positive, you will need to quarantine for a further 14 days and may be required to go to a state-mandated facility for treatment. <br>
  "
Madeira Islands,PRT,-16.972586,32.736569,,
Malawi,MWI,33.488462,-13.408199,"COVID-19 negative certification required for entering the country. <br>

If you’re eligible for entry, you will need to provide proof of a negative COVID-19 test taken within 72 hours of your arrival. <br> 
Anyone departing Malawi needs to provide a valid “Travel Certificate” to immigration showing that a negative COVID-19 test has been taken at any of the five government-designated testing centres within 72 hours of departure. Digital verification of COVID-19 certificates has also been introduced, in line with the Africa <a href=""https://africacdc.org/trusted-travel/"">CDC’s Trusted Travel framework</a>","Quarantine requirement at government designated site.- subject to PCR. <br>

Individuals testing positive for coronavirus on arrival may be taken for treatment at a government facility. <br>
All other individuals will be required to self-monitor for COVID-19 signs and symptoms for 14 days after arrival."
Malaysia,MYS,116.834631,5.452415,"COVID-19 negative certification required for entering the country. 
You may need to take a COVID-19 test on arrival (even if you have a negative test from your country of origin) and on completion of your quarantine. ","Quarantine requirement at government designated site.

From 29 April, anyone (Foreign nationals) who gets permission to enter the country under the immigration rules mentioned above, from a list of countries including the UK, will be obliged to enter quarantine for 14 days at a designated government facility. The list of countries may be found on the <a href=""https://www.moh.gov.my/"">Ministry of Health website</a>. Travellers from countries not on the list will have to quarantine for 10 days. You will need to meet all costs associated with your quarantine. You will need to download the MySejahtera app. Quarantine is mandatory"
Maldives,MDV,73.545949,1.92666,"COVID-19 negative certification required for entering the country.  

All visitors must present a negative PCR test for COVID-19 on arrival to Maldives. The test and negative PCR certificate must be issued no more than 72 hours prior to departure. .All travellers to the Maldives must fill in a <ahref=""https://imuga.immigration.gov.mv/ethd/create"">Traveller Health Declaration form  </a> 24 hours before departure to and return from the Maldives.<br>


","Self-isolation at own accommodation for non-tourists.

All non-tourist passengers travelling from the UK (includes 12-hour transit) to the Maldives (such as residents, work visa holders and returning students) that have completed two doses of vaccination will need to provide a negative PCR test of no more than 96 hours and are not required to quarantine on arrival. Those who have not completed vaccinations will need to self-isolate for 14 days and register on the <a href=""https://haalubelun.hpa.gov.mv/eng/Identity/Account/Login/?ReturnUrl=/"">Haalubelun portal</a>. After completing the quarantine, you must do an exit test. <br>
Children under the age of one do not have to provide a negative PCR test. <br>
These requirements do not apply to tourists and the government has said it has no plans to quarantine tourists on arrival. <br>


"
Mali,MLI,-3.527933,17.358919,"COVID-19 negative certification required for entering the country.  

To enter Mali you will either need to present a negative COVID test certificate less than 72 hours old or be tested on arrival at the airport.
","Self-isolation at own accommodation or approved site- subject to PCR. 

If you do not present a negative test that is less than 72 hours old on arrival, you will be tested and will be made to quarantine at home or in a hotel while waiting for the test results. If you are showing symptoms, or test positive on arrival, you will be made to go to a government designated facility, until a negative result is obtained. "
Malta,MLT,14.440213,35.888112,"COVID-19 negative certification required for entering the country- subject to categorisation.<br>
All passengers are required to submit their passenger locator form (PLF) via the online EU-dPLF platform which can be accessed at https://app.euplf.eu/#/. <br>
Holders of EUDCC can enter Malta without being subject to further restrictions (testing or quarantine). Anyone aged 12+ will be allowed to enter Malta without a negative PCR swab test if they have proof of full vaccination, as defined above. They can then present the submitted PLF with the QR code at check in and on arrival in Malta in digital format or as a print-out.<br>
To enter Malta from a DARK RED listed country, the following are required: Authorisation obtained from the Maltese Public Health Authorities for every person travelling to Malta. See below for procedure to obtain authorisation. A negative result for a nasopharyngeal RT-PCR COVID-19 test taken no longer than 72 hr prior to arrival in Malta.<br>
","Self-isolation at own accommodation- subject to categorisation.<br>
Travel to Malta without the requirement for quarantine on arrival is restricted only to travellers coming from red countries and who are holders of vaccination certificates which are recognised by the superintendent of public health indicating full vaccination with an EMA approved vaccine administered at least 14 days prior to arrival in Malta.<br>
If any passenger arriving in Malta is not in possession of a recognised vaccination certificate, the passenger will be subject to a mandatory 14 day quarantine in an accommodation provided by the Health Authorities against a fee of 100 per night. If a permanent resident of Malta ( 12 years and above) is not in possession of a recognised vaccination certificate, the passenger will be subject to a mandatory 14 day quarantine. <br>
Entry restrictions depend on whether the traveller is coming from a Red country or a dark red country. Tourists entering from red countries/zones (for list of red countries/zones visit traveltomalta.gov.mt) and who have spent 14 days or longer in Red zones do not require prior authorisation to travel. Travel from Dark Red (Travel Ban) countries/zones is only permitted for essential travel in exceptional circumstances and only with prior authorisation. (for list of dark red countries/zones visit traveltomalta.gov.mt )<br>
As of 23SEP21, quarantine-free travel is now possible from Bahrain, Bermuda, Cape Verde, Gabon, India, Iraq, Kuwait, Malaysia, Maldives, Mongolia, Morocco, Myanmar, Namibia, Russia, Rwanda, Saint Kitts and Nevis, South Africa, Timor-Leste and Tunisia, in addition to the 67 countries already on the list.<br>
But travelers from Azerbaijan, Belize, Bhutan, Iran, Jamaica, Kazakhstan, Montenegro and Panama will now need to undergo mandatory quarantine on entry, as those countries have been added to the so-called ""dark-red"" list.<br>
With effect from 1st September 2021 at 12.00hrs noon: A new online system for authorisation requests for exceptional travel from dark red countries / zones is available on https://travelauthorisation.gov.mt . Requests received prior to the 1st September 2021 at 12.00hrs noon via email, will be processed ASAP. Any new requests must be submitted online. For other COVID-19 travel related information visit https://traveltomalta.gov.mt . For further queries send an email to covid19.health@gov.mt . <br>
Tourists who are not fully vaccinated, shall undergo mandatory quarantine at their own expense.<br>
If any passenger arriving in Malta is not in possession of a recognised vaccination certificate, the passenger will be subject to a mandatory 14 day quarantine in an accommodation provided by the Health Authorities against a fee of 100 per night. If a permanent resident of Malta ( 12 years and above) is not in possession of a recognised vaccination certificate, the passenger will be subject to a mandatory 14 day quarantine. <br>
Entry restrictions depend on whether the traveller is coming from a Red country or a dark red country. Tourists entering from red countries/zones (for list of red countries/zones visit traveltomalta.gov.mt) and who have spent 14 days or longer in Red zones do not require prior authorisation to travel. Travel from Dark Red (Travel Ban) countries/zones is only permitted for essential travel in exceptional circumstances and only with prior authorisation.<br>
Note that 14 days quarantine at the quarantine hotel at a fee is mandatory for all authorized travelers to Malta from dark red countries/zones, irrespective of vaccination status and residency. Residents of Malta not in possession of a valid, recognized vaccination certificate, traveling to Malta from a red country/zone and would like to request approval to quarantine at an alternative address other than the official quarantine hotel, in line with the Standards for Quarantine for Travellers, have to send their requests for an alternative quarantine location via the new online form available on http://travelauthorisation.gov.mt.<br>
If any passenger arriving in Malta is not in possession of a recognised vaccination certificate, the passenger will be subject to a mandatory 14 day quarantine in an accommodation provided by the Health Authorities against a fee of 100 per night. If a permanent resident of Malta ( 12 years and above) is not in possession of a recognised vaccination certificate, the passenger will be subject to a mandatory 14 day quarantine. (Children in quarantine need to be accompanied by a parent/legal guardian) The resident may apply to undergo quarantine at an alternative address if authorised by the Superintendent of Public Health. This option to quarantine at an alternative address is only applicable for permanent residents arriving from red countries/zones. Persons who are eligible to quarantine at another address need to submit an application via an online form at least ten days prior to their arrival in Malta. This form can be <a href=""https://forms.office.com/pages/responsepage.aspx?id=9dnNNLhdvEmsugH2XMpoDS9ZWKvodnVIgDukdYLaa5lUN1BYUk4zU0k2SUZZS1hDSFMxTFY3R0pOVy4u"">accessed here</a> . Health authorities reserve the right to accept or reject such requests.<br>




"
Marshall Islands,MHL,168.111299,5.617142,"COVID-19 negative certification not required / not known <br>

Marshall Islands authorities have introduced a number of precautionary measures, including a total suspension of international travellers coming into RMI.","Quarantine requirement: <br>

Marshall Islands authorities have introduced a number of precautionary measures, including a total suspension of international travellers coming into RMI."
Martinique,MTQ,-60.914458,14.566542,"COVID-19 negative certification required for entering the country.  

All travellers over the age of 11 must undertake a test for COVID-19 within 72 hours before departure for Martinique. The test is obligatory and the traveller must show proof of a negative result before embarking.","Self Isolation required.

Travellers from most destinations will also be required to self-isolate for 7 days on arrival in Martinique, before taking another PCR test."
Mauritania,MRT,-10.340357,20.263334,"COVID-19 negative certification required for entering the country.  

You must take a PCR test dated within 3 days before arrival and show evidence of the negative test result, with the date of the test clearly labelled. Non-Mauritanian nationals that arrive without a PCR test will not be allowed to enter the country and will be obliged to immediately return to their country of origin. If you have a temperature upon arrival, you must agree to a PCR or rapid antigen test.
","Quarantine requirement at government designated site- subject to symptoms.

You must then take a PCR test in Mauritania, and if this is negative, you can exit quarantine. If you are arriving from the UK, South Africa, Brazil, India or another country identified as a source of new COVID-19 variants, you must quarantine at your own expense in a hotel or your place of residence for 10 days. See the <a href=""https://www.gov.uk/foreign-travel-advice/mauritania/coronavirus"">Coronavirus section</a> for more information. You will undergo a contactless temperature check on arrival. If you have a temperature upon arrival, you must agree to a PCR or rapid antigen test. While waiting for the test result you must self-isolate at your own expense in a hotel or your place of residence for 10 days. If the test is negative, you can leave self-isolation before the end of the 10-day period.
"
Mauritius,MUS,57.572082,-20.283505,"COVID-19 negative certification required for entering the country.   

From 1 October, Mauritius will remove restrictions for fully vaccinated tourists. Travellers must, however, present a negative PCR test taken within 72 hours of the last point of embarkation.
See the <a href=""https://mauritiusnow.com/"">Mauritius Now website</a> for full details. <br>
","Quarantine requirement at government designated site.

From 1 October, Mauritius will remove restrictions for fully vaccinated tourists. Travellers must, however, present a negative PCR test taken within 72 hours of the last point of embarkation.
See the <a href=""https://mauritiusnow.com/"">Mauritius Now website</a> for full details. <br>
Unvaccinated tourists are allowed to enter but must quarantine for 14 days on arrival in an <a href=""https://mauritiusnow.com/where-to-stay-in-mauritius/"">official quarantine hotel</a>.
•        You will need to stay in your hotel room for 14 days and meals will be delivered to your room<br>
•        You will have a PCR test on your day of arrival, day 7 and day 14<br>
•        After a negative PCR test on day 14, you can freely explore the island and move to new accommodation or to your home<br>
These measures will be in place until at least 30 September. You can find further details on the <a href=""https://mauritiusnow.com/"">Mauritius Now website</a>.<br>
 "
Mayotte,MYT,45.14408,-12.823484,"COVID-19 negative certification required for entering the country.

All travellers over the age of 11 must undertake a test for COVID-19 within 72 hours before departure for Mayotte. The test is obligatory and the traveller must show proof of a negative result before embarking.
Travellers may also need to produce a self-certified document affirming that they have no COVID symptoms and that to their knowledge they have not been in contact with any person confirmed positive within the last 14 days. 
","Quarantine Requirement- Unknown where.
Travellers will be required to self-isolate for seven days on arrival in Martinique, before taking another PCR test."
Mexico,MEX,-102.52608,23.944025,"COVID-19 negative certification not required / not known. 

Mandatory questionnaire to be fulfilled electronically by passengers <a href=""http://afac.000webhostapp.com/"">see here</a>. - Temperature screening for all arrivals.  Visual inspection of passengers by the local authority.  Medical evaluation on site. Passengers and aircrew members arriving at airports may be subject to health screenings including temperature checks.  Those exhibiting symptoms may be subject to additional health screening and/or quarantine.
","No requirement.<br>

There are no mandatory quarantine policies currently in effect in Mexico. However, travelers who think they may have been exposed to COVID-19 before or during a trip are encouraged to voluntarily self-isolate for 14 days upon arrival."
Micronesia (Federated States of),FSM,158.227402,6.881751,COVID-19 negative certification not required / not known,"Self-isolation at own accommodation.
People who are allowed entry might be subject to a 14-day self-quarantine. Quarantine facilities are available in Pohnpei and Yap and Chuuk States. "
Midway Island,UMI,-177.37823,28.209428,,
Monaco,MCO,7.431613,43.748919,"COVID-19 negative certification required for entering the country.   

Travellers must supply evidence of a negative Polymerase Chain Reaction (PCR) test carried out in their country of origin 72 hours before their arrival in the Principality, or ii) agree to undergo a PCR test in Monaco and self-isolate until the result is available. ","Self-isolation at own accommodation-if coming from outside EU (country white list exempt).
See French."
Mongolia,MNG,103.069763,46.836428,"COVID-19 negative certification required. <br>

All incoming passengers are required to provide evidence of a negative COVID-19 PCR test taken no more than 72 hours before arrival. ","Quarantine requirement at government designated site.<br>
Passengers meeting this criteria would need to self-isolate for 14 days on arrival, will be required to take a PCR test at Chinggis Khan International Airport (unless aged 5 or under), and provide their isolating address and phone number to the relevant airport authorities. Or, <br>
•        Present valid evidence of having been diagnosed with COVID-19 within the previous 4 months, and subsequently fully recovered. Passengers meeting this criteria would also need to self-isolate for 14 days on arrival, will be required to take a PCR test at Chinggis Khan International Airport (unless aged 5 or under), and provide their isolating address and phone number to the relevant airport authorities. Or, <br>
•        Undertake 7 days quarantine in an approved hotel followed by a further 7 days of self-isolation. PCR tests will be taken on the 6th day of quarantine. No further isolation will be required if there are no symptoms and those tests return negative results <br>"
Montenegro,MNE,19.252232,42.78762,"COVID-19 negative certification required for entering the country.
Foreign citizens can enter Montenegro across all border crossings with at least one of the following: <br>
• a negative PCR test taken within 72 hours of travel<br>
• a negative rapid antigen test recognised by the <a href=""https://ec.europa.eu/health/sites/default/files/preparedness_response/docs/covid-19_rat_common-list_en.pdf"">European Commission</a> taken within 48 hours of arrival<br>
• a positive PCR test or rapid antigen test, which is older than 14 days and not older than 180 days since the day of the test, demonstrating recovery from COVID-19<br>
• proof you have been fully vaccinated against COVID-19 (see ‘Demonstrating your COVID-19 status’) <br>
• Children under the age of 18 do not require a test or proof of vaccination. <br>
","Self-isolation at own accommodation- subject to PCR.                                                                                         
Foreign nationals with Montenegrin residence permits can enter Montenegro without a valid test or proof of vaccination, but will be required to self-isolate for 14 days. That period can be shortened on day 6 from entry with a negative PCR test. British nationals can enter via ports of Montenegro by sea with a negative PCR test taken within 72 hours of boarding the vessel on which they arrive.<br>"
Montserrat,MSR,-62.189766,16.739531,"COVID-19 negative certification required for entering the country. 

All intended arrivals must submit an Access Declaration Form at least 72 hours prior to booking your travel, and have evidence of a negative COVID-19 test result within 5 days prior to arrival. 
","Self-isolation at own accommodation or government designated site.

People that are eligible for entry, who have been fully vaccinated against COVID (two doses, two weeks at least since the second dose) need to spend 5 days in self-isolation / quarantine on arrival whether staying in their own home, a rented property or a government approved quarantine facility. A negative PCR test 3-4 days after arrival is required to confirm exit form self-isolation/ quarantine. <br>
Unvaccinated passengers need to spend 14 days in quarantine and are required to have a negative PCR test before release from self-isolation.
"
Morocco,MAR,-6.281337,31.841712,"COVID-19 negative certification required for entering the country.  

Passengers will need to provide proof that you have been fully vaccinated against COVID-19, with the second dose administered at least two weeks prior to travel, or a negative PCR test result before boarding your flight or ferry to Morocco. The result must show that the PCR test itself was undertaken no more than 48 hours before arrival. For travel by ferry, you will also need to take a COVID-19 test during the journey. Children under the age of 11 years old are exempt from the PCR testing requirement for entry into Morocco. <br>
","Quarantine requirement at government designated site. 

All travelers, including foreign nationals, arriving from ‘Category B’ countries are required to undergo ten days of quarantine upon arrival. List B countries are those experiencing a spread of variants or the absence of precise COVID-19 case statistics. Anyone who presents symptoms of COVID-19 on arrival will be quarantined at a government-designated facility.
"
Mozambique,MOZ,38.182474,-14.279733,"COVID-19 negative certification required for entering the country. 

The test must have been issued in the departure country, within 72 hours prior to the time of arrival.
A negative PCR test is valid for up to 7 days for travellers using the South Africa land border. 
Children under 5 years old are exempt from the requirement to present a COVID-19 PCR test.","Self-isolation at own accommodation- subject to PCR.

Travellers presenting a negative COVID-19 PCR test are exempt from the quarantine regime. Anyone testing positive, or in contact with someone who has tested positive for COVID-19 will be required to self-isolate for a period of 14 days. Anyone who does not present a negative COVID-19 test will need to self-isolate for 14 days. 
A negative PCR test is valid for up to 7 days for travellers using the South Africa land border. <br>
"
